#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:41:03  43      38     1       14        5       91       76       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     42000  120000  840   someReplicaSet0011  SEC
12:41:04  69      30     1       12        5       98       55       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.2%   0           0     0     0     0     35000  103000  840   someReplicaSet0011  SEC
12:41:05  46      39     1       15        5       88       74       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.3%   0           0     0     0     0     38000  101000  840   someReplicaSet0011  SEC
12:41:06  45      20     1       10        5       81       95       0          0        49900000000  102000000000  26100000000  51700000000  11      local          0.3%   0           0     0     0     0     32000  105000  840   someReplicaSet0011  SEC
12:41:07  43      35     1       12        5       77       50       0          0        49900000000  102000000000  26100000000  51700000000  10      local          0.4%   0           0     0     0     0     32000  93000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:41:08  52      32     1       12        4       92       66       0          1        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     37000  97000   840   someReplicaSet0011  SEC
12:41:09  55      47     1       17        5       99       67       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     54000  128000  840   someReplicaSet0011  SEC
12:41:10  42      34     1       17        5       82       60       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     42000  105000  840   someReplicaSet0011  SEC
12:41:11  57      30     1       14        5       97       77       0          0        49900000000  102000000000  26100000000  51700000000  5       local          0.6%   0           0     0     0     0     41000  112000  840   someReplicaSet0011  SEC
12:41:12  61      39     1       19        5       100      54       0          0        49900000000  102000000000  26100000000  51700000000  15      local          0.5%   0           0     0     0     0     39000  116000  840   someReplicaSet0011  SEC
12:41:13  29      25     1       16        5       80       85       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     1     0     31000  96000   840   someReplicaSet0011  SEC
12:41:14  39      45     1       14        5       82       56       0          0        49900000000  102000000000  26100000000  51700000000  20      somedatabase1  0.3%   0           0     0     0     0     50000  114000  840   someReplicaSet0011  SEC
12:41:15  42      30     1       15        4       90       61       0          1        49900000000  102000000000  26100000000  51700000000  9       local          0.6%   0           0     0     0     0     33000  95000   840   someReplicaSet0011  SEC
12:41:16  37      29     1       12        5       80       66       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     0     0     42000  107000  840   someReplicaSet0011  SEC
12:41:17  45      38     1       11        5       92       50       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.4%   0           0     0     0     0     49000  106000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:41:18  46      35     1       13        5       90       89       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.1%   0           0     0     0     0     44000  123000  840   someReplicaSet0011  SEC
12:41:19  49      35     1       18        5       99       60       0          0        49900000000  102000000000  26100000000  51700000000  13      somedatabase1  0.2%   0           0     0     0     0     39000  108000  840   someReplicaSet0011  SEC
12:41:20  34      27     1       15        5       78       55       0          0        49900000000  102000000000  26100000000  51700000000  7       local          0.4%   0           0     0     0     0     26000  76000   840   someReplicaSet0011  SEC
12:41:21  40      27     1       8         5       82       56       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.4%   0           0     0     0     0     38000  102000  840   someReplicaSet0011  SEC
12:41:22  31      37     1       11        5       81       50       0          1        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     0     0     37000  97000   840   someReplicaSet0011  SEC
12:41:23  30      29     1       11        5       72       77       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.4%   0           0     0     0     0     31000  93000   840   someReplicaSet0011  SEC
12:41:24  35      46     1       15        5       78       55       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     48000  119000  840   someReplicaSet0011  SEC
12:41:25  36      31     1       10        5       79       73       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     36000  99000   840   someReplicaSet0011  SEC
12:41:26  44      43     1       10        5       88       71       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     48000  121000  840   someReplicaSet0011  SEC
12:41:27  40      43     1       11        5       77       34       0          0        49900000000  102000000000  26100000000  51700000000  9       local          0.4%   0           0     0     0     0     38000  81000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:41:28  43      41     1       10        5       92       81       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     44000  121000  840   someReplicaSet0011  SEC
12:41:29  48      28     1       9         4       90       68       0          1        49900000000  102000000000  26100000000  51700000000  9       local          0.4%   0           0     0     0     0     36000  102000  840   someReplicaSet0011  SEC
12:41:30  33      23     1       13        5       81       62       0          0        49900000000  102000000000  26100000000  51700000000  6       local          0.4%   0           0     0     0     0     27000  80000   840   someReplicaSet0011  SEC
12:41:31  58      30     1       11        5       94       81       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     37000  103000  840   someReplicaSet0011  SEC
12:41:32  41      50     1       5         5       81       36       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     50000  105000  840   someReplicaSet0011  SEC
12:41:33  62      32     1       17        5       99       77       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.4%   0           0     0     0     0     37000  116000  840   someReplicaSet0011  SEC
12:41:34  52      52     1       15        5       95       72       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     58000  133000  840   someReplicaSet0011  SEC
12:41:35  49      47     1       20        5       89       70       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.2%   0           0     0     0     0     47000  103000  840   someReplicaSet0011  SEC
12:41:36  41      45     1       15        5       82       71       0          1        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     49000  114000  840   someReplicaSet0011  SEC
12:41:37  35      32     1       8         4       81       58       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     36000  112000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:41:38  38      41     1       16        5       86       60       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.4%   0           0     0     0     0     38000  107000  840   someReplicaSet0011  SEC
12:41:39  52      33     1       13        5       97       61       0          0        49900000000  102000000000  26100000000  51700000000  9       local          0.3%   0           0     0     0     0     28000  97000   840   someReplicaSet0011  SEC
12:41:40  44      38     1       17        5       93       74       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.4%   0           0     0     0     0     41000  105000  840   someReplicaSet0011  SEC
12:41:41  45      40     1       11        5       84       82       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.2%   0           0     0     0     0     43000  108000  840   someReplicaSet0011  SEC
12:41:42  37      34     1       9         5       71       32       0          0        49900000000  102000000000  26100000000  51700000000  20      somedatabase1  0.3%   0           0     0     0     0     41000  92000   840   someReplicaSet0011  SEC
12:41:43  56      40     1       10        5       91       79       0          1        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.3%   0           0     0     0     0     48000  125000  840   someReplicaSet0011  SEC
12:41:44  46      39     1       20        5       87       71       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     42000  116000  840   someReplicaSet0011  SEC
12:41:45  49      44     1       14        5       92       62       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     53000  112000  840   someReplicaSet0011  SEC
12:41:46  36      32     1       9         5       71       88       0          0        49900000000  102000000000  26100000000  51700000000  15      local          0.4%   0           0     0     0     0     40000  109000  840   someReplicaSet0011  SEC
12:41:47  58      40     1       15        5       93       46       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.2%   0           0     0     0     0     42000  104000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:41:48  58      40     1       13        5       90       83       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     1     0     41000  118000  840   someReplicaSet0011  SEC
12:41:49  49      40     1       10        5       90       60       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.4%   0           0     0     0     0     42000  114000  840   someReplicaSet0011  SEC
12:41:50  54      35     1       15        4       102      75       0          1        49900000000  102000000000  26100000000  51700000000  6       local          0.5%   0           0     0     0     0     37000  109000  840   someReplicaSet0011  SEC
12:41:51  59      37     1       19        5       96       91       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     38000  108000  840   someReplicaSet0011  SEC
12:41:52  54      36     1       17        5       85       45       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.1%   0           0     0     0     0     38000  99000   840   someReplicaSet0011  SEC
12:41:53  45      37     1       21        5       90       64       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.4%   0           0     0     0     0     41000  101000  840   someReplicaSet0011  SEC
12:41:54  39      32     1       11        5       89       51       0          0        49900000000  102000000000  26100000000  51700000000  17      somedatabase2  0.3%   0           0     0     0     0     36000  87000   840   someReplicaSet0011  SEC
12:41:55  36      35     1       23        5       86       62       0          0        49900000000  102000000000  26100000000  51700000000  15      somedatabase1  0.2%   0           0     0     0     0     40000  91000   840   someReplicaSet0011  SEC
12:41:56  42      32     1       14        5       86       88       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     38000  112000  840   someReplicaSet0011  SEC
12:41:57  35      35     1       11        5       75       57       0          1        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.2%   0           0     0     0     0     42000  110000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:41:58  46      28     1       25        5       100      74       0          0        49900000000  102000000000  26100000000  51700000000  5       local          0.5%   0           0     0     0     0     41000  109000  840   someReplicaSet0011  SEC
12:41:59  50      29     1       15        5       95       55       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     33000  94000   840   someReplicaSet0011  SEC
12:42:00  32      36     1       15        5       84       70       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     43000  112000  840   someReplicaSet0011  SEC
12:42:01  35      31     1       10        5       83       87       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     41000  99000   840   someReplicaSet0011  SEC
12:42:02  44      35     1       22        5       94       61       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     34000  100000  840   someReplicaSet0011  SEC
12:42:03  31      39     1       17        5       84       73       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     43000  106000  840   someReplicaSet0011  SEC
12:42:04  43      34     1       9         5       88       52       0          1        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     40000  98000   840   someReplicaSet0011  SEC
12:42:05  35      28     1       10        4       82       62       0          0        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.3%   0           0     0     0     0     38000  88000   840   someReplicaSet0011  SEC
12:42:06  29      32     1       15        5       80       58       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     39000  86000   840   someReplicaSet0011  SEC
12:42:07  37      30     1       12        5       83       55       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     39000  90000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:42:08  41      18     1       11        5       83       77       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     25000  100000  840   someReplicaSet0011  SEC
12:42:09  35      33     1       18        5       90       63       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     37000  111000  840   someReplicaSet0011  SEC
12:42:10  43      25     1       20        5       86       61       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     33000  94000   840   someReplicaSet0011  SEC
12:42:11  34      32     1       9         5       75       80       0          1        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.3%   0           0     0     0     0     42000  116000  840   someReplicaSet0011  SEC
12:42:12  41      24     1       14        4       95       50       0          0        49900000000  102000000000  26100000000  51700000000  10      local          0.4%   0           0     0     0     0     27000  91000   840   someReplicaSet0011  SEC
12:42:13  42      29     1       9         5       82       79       0          0        49900000000  102000000000  26100000000  51700000000  7       local          0.4%   0           0     0     0     0     37000  108000  840   someReplicaSet0011  SEC
12:42:14  42      32     1       18        5       85       58       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.4%   0           0     0     0     0     33000  97000   840   someReplicaSet0011  SEC
12:42:15  50      37     1       13        5       91       63       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.6%   0           0     0     0     0     47000  114000  840   someReplicaSet0011  SEC
12:42:16  42      29     1       14        5       89       59       0          0        49900000000  102000000000  26100000000  51700000000  14      local          0.4%   0           0     0     0     0     30000  83000   840   someReplicaSet0011  SEC
12:42:17  43      25     1       19        5       90       49       0          0        49900000000  102000000000  26100000000  51700000000  16      local          0.4%   0           0     0     0     0     31000  87000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:42:18  49      30     1       13        5       88       79       0          1        49900000000  102000000000  26100000000  51700000000  12      local          0.3%   0           0     0     0     0     32000  90000   840   someReplicaSet0011  SEC
12:42:19  42      24     1       10        5       89       61       0          0        49900000000  102000000000  26100000000  51700000000  6       local          0.4%   0           0     0     0     0     33000  91000   840   someReplicaSet0011  SEC
12:42:20  46      32     1       15        5       85       59       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     29000  102000  840   someReplicaSet0011  SEC
12:42:21  41      37     1       7         5       77       71       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.3%   0           0     0     0     0     44000  96000   840   someReplicaSet0011  SEC
12:42:22  62      30     1       12        5       88       61       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     34000  120000  840   someReplicaSet0011  SEC
12:42:23  71      32     1       19        5       105      85       0          0        49900000000  102000000000  26100000000  51700000000  18      local          0.5%   0           0     0     0     0     42000  119000  840   someReplicaSet0011  SEC
12:42:24  60      32     1       17        5       98       63       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     41000  109000  840   someReplicaSet0011  SEC
12:42:25  64      33     1       20        5       104      66       0          1        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.1%   0           0     0     0     0     44000  115000  840   someReplicaSet0011  SEC
12:42:26  37      33     1       22        5       96       65       0          0        49900000000  102000000000  26100000000  51700000000  14      local          0.5%   0           0     0     0     0     37000  94000   840   someReplicaSet0011  SEC
12:42:27  58      27     1       10        5       93       42       0          0        49900000000  102000000000  26100000000  51700000000  8       local          0.5%   0           0     0     0     0     30000  96000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:42:28  46      22     1       15        4       83       73       0          0        49900000000  102000000000  26100000000  51700000000  5       local          0.4%   0           0     0     0     0     26000  89000   840   someReplicaSet0011  SEC
12:42:29  52      21     1       12        5       92       66       0          0        49900000000  102000000000  26100000000  51700000000  5       local          0.4%   0           0     0     0     0     31000  90000   840   someReplicaSet0011  SEC
12:42:30  49      37     1       16        5       94       58       0          0        49900000000  102000000000  26100000000  51700000000  22      somedatabase1  0.4%   0           0     0     0     0     52000  128000  840   someReplicaSet0011  SEC
12:42:31  49      35     1       16        5       93       61       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.2%   0           0     0     0     0     40000  106000  840   someReplicaSet0011  SEC
12:42:32  53      28     1       10        5       87       30       0          1        49900000000  102000000000  26100000000  51700000000  17      somedatabase1  0.4%   0           0     0     0     0     32000  86000   840   someReplicaSet0011  SEC
12:42:33  52      29     1       16        5       89       91       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.2%   0           0     0     0     0     38000  118000  840   someReplicaSet0011  SEC
12:42:34  53      42     1       15        5       98       71       0          0        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.4%   0           0     0     0     0     49000  120000  840   someReplicaSet0011  SEC
12:42:35  41      51     1       24        5       97       68       0          0        49900000000  102000000000  26100000000  51700000000  3       somedatabase1  0.3%   0           0     0     0     0     54000  121000  840   someReplicaSet0011  SEC
12:42:36  57      36     1       19        4       94       84       0          0        49900000000  102000000000  26100000000  51700000000  22      somedatabase1  0.3%   0           0     0     0     0     41000  122000  840   someReplicaSet0011  SEC
12:42:37  55      34     1       17        5       93       37       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.4%   0           0     0     0     0     35000  100000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:42:38  42      38     1       17        5       88       77       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.2%   0           0     0     0     0     43000  103000  840   someReplicaSet0011  SEC
12:42:39  49      32     1       21        5       96       64       0          1        49900000000  102000000000  26100000000  51700000000  14      somedatabase1  0.2%   0           0     0     0     0     32000  97000   840   someReplicaSet0011  SEC
12:42:40  52      38     1       21        5       95       62       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.4%   0           0     0     0     0     45000  105000  840   someReplicaSet0011  SEC
12:42:41  65      54     1       16        5       99       64       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     60000  137000  840   someReplicaSet0011  SEC
12:42:42  50      26     1       16        5       93       45       0          0        49900000000  102000000000  26100000000  51700000000  18      local          0.4%   0           0     0     0     0     29000  92000   840   someReplicaSet0011  SEC
12:42:43  54      39     1       20        5       92       82       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.3%   0           0     0     0     0     53000  131000  840   someReplicaSet0011  SEC
12:42:44  53      38     1       15        5       94       46       0          0        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.2%   0           0     0     0     0     42000  93000   840   someReplicaSet0011  SEC
12:42:45  60      42     1       27        5       97       80       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     49000  133000  840   someReplicaSet0011  SEC
12:42:46  51      28     1       16        5       90       61       0          1        49900000000  102000000000  26100000000  51700000000  10      somedatabase1  0.7%   0           0     0     0     0     35000  105000  840   someReplicaSet0011  SEC
12:42:47  38      37     1       23        5       102      63       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.4%   0           0     0     0     0     37000  114000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:42:48  51      20     1       10        5       96       69       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     28000  94000   840   someReplicaSet0011  SEC
12:42:49  57      43     1       20        5       91       57       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.2%   0           0     0     0     0     45000  111000  840   someReplicaSet0011  SEC
12:42:50  65      36     1       11        5       96       71       0          0        49900000000  102000000000  26100000000  51700000000  8       local          0.5%   0           0     0     0     0     38000  115000  840   someReplicaSet0011  SEC
12:42:51  45      28     1       10        5       88       55       0          0        49900000000  102000000000  26100000000  51700000000  7       somedatabase1  0.3%   0           0     0     0     0     33000  83000   840   someReplicaSet0011  SEC
12:42:52  52      35     1       21        4       97       48       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.3%   0           0     0     0     0     34000  104000  840   someReplicaSet0011  SEC
12:42:53  56      31     1       14        5       99       72       0          1        49900000000  102000000000  26100000000  51700000000  18      somedatabase2  0.2%   0           0     0     0     0     36000  118000  840   someReplicaSet0011  SEC
12:42:54  53      32     1       16        5       99       51       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     39000  108000  840   someReplicaSet0011  SEC
12:42:55  66      23     1       17        5       97       59       0          0        49900000000  102000000000  26100000000  51700000000  10      local          0.4%   0           0     0     0     0     29000  90000   840   someReplicaSet0011  SEC
12:42:56  44      35     1       22        5       89       64       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.5%   0           0     0     0     0     45000  111000  840   someReplicaSet0011  SEC
12:42:57  53      27     1       23        5       101      53       0          0        49900000000  102000000000  26100000000  51700000000  9       somedatabase1  0.2%   0           0     0     0     0     38000  114000  840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
#time     insert  query  update  update_r  delete  getmore  command  command_r  flushes  mapped       vsize         res          non-mapped   faults  locked_db      lock%  idx_miss_%  qr    qw    ar    aw    netIn  netOut  conn  set                 repl  
12:42:58  48      28     1       16        5       88       65       0          0        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.1%   0           0     0     0     0     34000  105000  840   someReplicaSet0011  SEC
12:42:59  36      30     1       18        5       90       70       0          0        49900000000  102000000000  26100000000  51700000000  5       somedatabase1  0.3%   0           0     0     0     0     37000  115000  840   someReplicaSet0011  SEC
12:43:00  51      32     1       19        5       96       65       0          1        49900000000  102000000000  26100000000  51700000000  8       somedatabase1  0.3%   0           0     0     0     0     37000  109000  840   someReplicaSet0011  SEC
12:43:01  39      40     1       17        5       79       70       0          0        49900000000  102000000000  26100000000  51700000000  11      somedatabase1  0.3%   0           0     0     0     0     45000  104000  840   someReplicaSet0011  SEC
12:43:02  50      40     1       16        5       90       47       0          0        49900000000  102000000000  26100000000  51700000000  16      somedatabase1  0.3%   0           0     0     0     0     43000  99000   840   someReplicaSet0011  SEC
12:43:03  43      32     1       17        5       91       69       0          0        49900000000  102000000000  26100000000  51700000000  11      local          0.4%   0           0     0     0     0     39000  94000   840   someReplicaSet0011  SEC
12:43:04  57      31     1       9         5       87       63       0          0        49900000000  102000000000  26100000000  51700000000  13      local          0.5%   0           0     0     0     0     33000  104000  840   someReplicaSet0011  SEC
12:43:05  47      24     1       18        5       87       79       0          0        49900000000  102000000000  26100000000  51700000000  4       somedatabase1  0.2%   0           0     0     0     0     32000  109000  840   someReplicaSet0011  SEC
12:43:06  39      26     1       12        5       93       71       0          0        49900000000  102000000000  26100000000  51700000000  12      somedatabase1  0.2%   0           0     0     0     0     33000  97000   840   someReplicaSet0011  SEC
12:43:07  49      30     1       11        5       91       38       0          1        49900000000  102000000000  26100000000  51700000000  6       somedatabase1  0.3%   0           0     0     0     0     33000  81000   840   someReplicaSet0011  SEC
#(1)      (2)     (3)    (4)     (5)       (6)     (7)      (8)      (9)        (10)     (11)         (12)          (13)         (14)         (15)    (16)           (17)   (18)        (19)  (20)  (21)  (22)  (23)   (24)    (25)  (26)                (27)
